일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2015/05/11","261.49","0.68","0.26","263.45","263.88","261.49","71248.0","3453891.0","1.09508121E9"
"2015/05/08","260.81","-1.66","-0.63","262.11","262.72","260.81","69308.0","3467357.0","1.090877235E9"
"2015/05/07","262.47","-1.56","-0.59","263.11","263.49","260.10","97357.0","3858960.0","1.09669215E9"
"2015/05/06","264.03","-3.30","-1.23","265.96","266.18","263.09","103584.0","4097335.0","1.10473834E9"
"2015/05/04","267.33","0.91","0.34","267.57","268.56","266.99","81082.0","3368420.0","1.118616989E9"
"2015/04/30","266.42","-1.61","-0.60","267.04","267.57","265.85","106978.0","4511481.0","1.114298388E9"
"2015/04/29","268.03","-0.52","-0.19","269.54","269.76","265.92","117335.0","5028597.0","1.122315676E9"
"2015/04/28","268.55","-1.50","-0.56","270.63","270.93","268.10","100583.0","4473109.0","1.12523247E9"
"2015/04/27","270.05","-1.00","-0.37","272.16","272.29","269.29","92876.0","4566315.0","1.130491878E9"
"2015/04/24","271.05","-1.54","-0.56","273.81","275.11","270.33","144046.0","6416264.0","1.133880055E9"
"2015/04/23","272.59","3.95","1.47","270.27","272.78","268.85","134658.0","6223120.0","1.141022594E9"
"2015/04/22","268.64","0.47","0.18","268.20","270.65","267.22","136288.0","5580304.0","1.122271697E9"
"2015/04/21","268.17","-0.38","-0.14","269.03","269.13","267.56","102397.0","4901394.0","1.120980775E9"
"2015/04/20","268.55","0.27","0.10","266.14","268.59","266.14","100122.0","4948479.0","1.122533254E9"
"2015/04/17","268.28","-0.17","-0.06","268.73","268.81","267.42","90557.0","4295514.0","1.120528811E9"
"2015/04/16","268.45","2.68","1.01","267.67","268.45","266.42","113925.0","5326279.0","1.119825669E9"
"2015/04/15","265.77","0.20","0.08","265.76","266.41","264.93","111942.0","5312892.0","1.108257102E9"
"2015/04/14","265.57","2.09","0.79","263.81","265.60","263.20","151051.0","5632645.0","1.104422773E9"
"2015/04/13","263.48","1.53","0.58","262.62","263.75","262.11","123221.0","4943263.0","1.096045423E9"
"2015/04/10","261.95","3.62","1.40","259.35","262.20","259.20","104470.0","4304571.0","1.09033885E9"
"2015/04/09","258.33","-0.18","-0.07","258.44","259.21","257.61","85943.0","4071237.0","1.074857232E9"
"2015/04/08","258.51","1.63","0.63","257.09","258.81","256.83","99676.0","4330009.0","1.075561828E9"
"2015/04/07","256.88","-0.05","-0.02","258.65","258.68","256.61","74986.0","3240204.0","1.069459259E9"
"2015/04/06","256.93","0.18","0.07","257.20","258.43","256.34","79387.0","3100529.0","1.069038733E9"
"2015/04/03","256.75","1.76","0.69","255.77","256.92","255.05","67526.0","2672515.0","1.069624709E9"
"2015/04/02","254.99","0.02","0.01","256.07","256.37","254.70","76748.0","3857807.0","1.061799258E9"
"2015/04/01","254.97","-2.31","-0.90","256.44","256.75","254.74","83087.0","3571907.0","1.062026678E9"
"2015/03/31","257.28","1.18","0.46","257.66","258.43","256.16","83462.0","3533700.0","1.070662231E9"
"2015/03/30","256.10","0.56","0.22","256.45","256.57","254.91","68985.0","2916293.0","1.065732424E9"
"2015/03/27","255.54","-0.45","-0.18","256.41","256.73","255.10","72669.0","3470210.0","1.062442326E9"
"2015/03/26","255.99","-2.95","-1.14","256.69","258.08","255.81","78164.0","3748425.0","1.064220767E9"
"2015/03/25","258.94","-0.22","-0.08","259.35","259.84","258.38","84765.0","3635072.0","1.075451458E9"
"2015/03/24","259.16","0.21","0.08","258.58","259.34","257.56","71440.0","3353696.0","1.075515588E9"
"2015/03/23","258.95","0.25","0.10","259.48","259.88","258.16","84486.0","3549302.0","1.074005033E9"
"2015/03/20","258.70","-0.29","-0.11","258.92","259.32","257.42","81298.0","3906746.0","1.074193067E9"
"2015/03/19","258.99","0.77","0.30","260.68","260.68","258.37","120602.0","4415867.0","1.075424155E9"
"2015/03/18","258.22","0.04","0.02","258.45","259.19","257.87","85367.0","4154639.0","1.070829694E9"
"2015/03/17","258.18","5.74","2.27","253.77","258.19","253.70","85122.0","4053505.0","1.071566685E9"
"2015/03/16","252.44","0.26","0.10","252.13","253.20","251.56","72870.0","3488699.0","1.046958484E9"
"2015/03/13","252.18","1.90","0.76","252.56","253.31","251.98","66615.0","3255251.0","1.046579331E9"
"2015/03/12","250.28","-1.88","-0.75","251.67","253.23","250.28","98653.0","4686740.0","9.96147257E8"
"2015/03/11","252.16","0.41","0.16","250.09","252.66","250.09","79666.0","4204233.0","1.003613213E9"
"2015/03/10","251.75","-1.02","-0.40","253.76","254.16","251.75","76303.0","3304261.0","1.003318941E9"
"2015/03/09","252.77","-3.19","-1.25","254.81","254.94","252.69","65399.0","2858041.0","1.007538738E9"
"2015/03/06","255.96","1.80","0.71","254.74","256.15","254.73","83129.0","3492983.0","1.019793092E9"
"2015/03/05","254.16","-0.15","-0.06","254.02","254.86","253.64","58425.0","2666420.0","1.012281705E9"
"2015/03/04","254.31","-0.19","-0.07","254.56","254.72","253.89","72311.0","3398683.0","1.012663737E9"
"2015/03/03","254.50","0.85","0.34","254.55","254.97","253.89","87501.0","3960097.0","1.014362798E9"
"2015/03/02","253.65","2.19","0.87","253.13","253.74","252.39","92832.0","4204665.0","1.011069248E9"
"2015/02/27","251.46","-1.47","-0.58","252.73","252.83","251.20","80294.0","3844901.0","1.00372645E9"
"2015/02/26","252.93","-0.03","-0.01","253.03","253.13","251.89","79376.0","3518726.0","1.009462159E9"
"2015/02/25","252.96","1.68","0.67","252.72","253.22","252.01","79616.0","3391037.0","1.009861748E9"
"2015/02/24","251.28","0.48","0.19","251.83","252.11","251.09","61664.0","2852774.0","1.002979459E9"
"2015/02/23","250.80","0.43","0.17","252.13","252.51","250.56","58971.0","2958137.0","1.001121947E9"
"2015/02/17","250.37","0.56","0.22","249.36","250.67","248.92","55683.0","2356037.0","9.98646536E8"
"2015/02/16","249.81","0.05","0.02","250.17","250.55","249.54","52103.0","2223547.0","9.96519933E8"
"2015/02/13","249.76","2.05","0.83","248.65","249.76","248.26","63131.0","2611895.0","9.97622151E8"
"2015/02/12","247.71","-0.69","-0.28","248.48","248.50","246.32","66380.0","3004184.0","9.90053912E8"
"2015/02/11","248.40","0.74","0.30","248.49","249.01","247.77","64785.0","2995794.0","9.91909633E8"
"2015/02/10","247.66","-1.60","-0.64","249.62","250.42","247.66","62808.0","2959997.0","9.88679658E8"
"2015/02/09","249.26","-0.90","-0.36","249.05","249.94","248.58","64832.0","3097916.0","9.94619226E8"
"2015/02/06","250.16","0.38","0.15","249.89","250.16","248.68","76076.0","4765845.0","9.97917134E8"
"2015/02/05","249.78","-1.82","-0.72","251.33","251.42","248.90","69969.0","2900430.0","9.96471489E8"
"2015/02/04","251.60","1.22","0.49","251.98","253.07","251.60","78229.0","3737135.0","1.002695424E9"
"2015/02/03","250.38","-0.23","-0.09","251.63","251.66","249.22","79094.0","3360480.0","9.97651686E8"
"2015/02/02","250.61","0.73","0.29","249.83","251.20","249.49","76488.0","3157527.0","9.98793214E8"
"2015/01/30","249.88","-0.58","-0.23","251.82","251.84","249.88","93066.0","4409459.0","9.95941036E8"
"2015/01/29","250.46","-1.75","-0.69","250.45","251.84","249.78","83371.0","3959045.0","9.96984476E8"
"2015/01/28","252.21","0.01","0.00","250.82","252.50","250.12","85187.0","3796039.0","1.003210564E9"
"2015/01/27","252.20","2.06","0.82","250.76","252.20","250.56","85048.0","3436705.0","1.002074991E9"
"2015/01/26","250.14","-0.18","-0.07","248.92","250.21","248.42","62742.0","2850569.0","9.93552166E8"
"2015/01/23","250.32","1.85","0.74","251.76","251.80","249.55","78374.0","3484372.0","9.94588209E8"
"2015/01/22","248.47","-0.12","-0.05","249.22","249.98","248.01","76607.0","3351550.0","9.87512534E8"
"2015/01/21","248.59","1.35","0.55","247.01","248.59","246.63","64992.0","2993529.0","9.86896158E8"
"2015/01/20","247.24","2.46","1.00","245.52","247.39","245.50","55117.0","2500367.0","9.82720352E8"
"2015/01/19","244.78","2.56","1.06","244.06","245.82","243.69","63224.0","2502406.0","9.71922852E8"
"2015/01/16","242.22","-3.54","-1.44","244.70","244.70","241.77","73306.0","2976313.0","9.61987178E8"
"2015/01/15","245.76","-0.23","-0.09","245.96","246.63","244.90","59450.0","2821400.0","9.7584359E8"
"2015/01/14","245.99","-0.30","-0.12","246.48","247.46","245.78","70778.0","3370238.0","9.76446787E8"
"2015/01/13","246.29","0.59","0.24","244.98","246.64","244.47","59913.0","3273254.0","9.78610326E8"
"2015/01/12","245.70","-0.35","-0.14","245.16","246.27","245.05","64517.0","2335662.0","9.76959318E8"
"2015/01/09","246.05","2.11","0.86","245.97","247.11","245.40","65125.0","2936281.0","9.78040629E8"
"2015/01/08","243.94","3.41","1.42","242.28","244.13","241.68","64021.0","3155894.0","9.69237085E8"
"2015/01/07","240.53","0.60","0.25","239.41","240.91","239.09","54600.0","2610335.0","9.57104719E8"
"2015/01/06","239.93","-4.33","-1.77","241.36","242.06","239.32","66250.0","2992594.0","9.5457335E8"
"2015/01/05","244.26","-0.53","-0.22","243.83","244.56","241.76","62845.0","2622821.0","9.71857344E8"
"2015/01/02","244.79","0.74","0.30","243.96","245.32","243.25","54154.0","2146860.0","9.74225693E8"
"2014/12/30","244.05","-2.25","-0.91","247.09","247.39","243.78","52930.0","2290468.0","9.71878636E8"
"2014/12/29","246.30","-3.75","-1.50","248.25","248.45","246.30","44542.0","1849061.0","9.80461942E8"
"2014/12/26","250.05","-0.02","-0.01","250.08","251.12","249.65","48848.0","2083232.0","9.94942792E8"
"2014/12/24","250.07","1.01","0.41","249.16","250.17","248.63","43540.0","1903788.0","9.94672222E8"
"2014/12/23","249.06","-0.64","-0.26","249.58","249.92","248.74","50658.0","2213793.0","9.90933878E8"
"2014/12/22","249.70","1.74","0.70","248.93","249.84","247.67","46010.0","2254603.0","9.93343592E8"
"2014/12/19","247.96","4.14","1.70","246.88","248.14","245.95","55461.0","2770728.0","9.86053368E8"
"2014/12/18","243.82","0.10","0.04","246.08","246.40","241.89","58766.0","2685303.0","9.70162947E8"
"2014/12/17","243.72","-0.71","-0.29","245.35","245.37","243.72","61633.0","2944297.0","9.69596964E8"
"2014/12/16","244.43","-1.84","-0.75","244.73","246.57","243.96","67730.0","3071602.0","9.72141469E8"
"2014/12/15","246.27","-0.17","-0.07","243.93","246.27","243.25","55404.0","2673455.0","9.80509187E8"
"2014/12/12","246.44","0.90","0.37","246.20","247.23","245.48","62640.0","2752024.0","9.80995148E8"
"2014/12/11","245.54","-3.81","-1.53","247.22","248.37","245.53","69802.0","3463660.0","9.76740734E8"
"2014/12/10","249.35","-3.86","-1.52","252.21","252.57","249.35","60545.0","2846890.0","9.92520968E8"
"2014/12/09","253.21","-0.50","-0.20","253.39","253.80","252.49","73576.0","2736777.0","1.007286646E9"
"2014/12/08","253.71","-0.53","-0.21","254.49","254.68","253.38","46985.0","2220952.0","1.01005905E9"
"2014/12/05","254.24","0.18","0.07","254.08","254.58","253.80","73556.0","2563608.0","1.013012302E9"
"2014/12/04","254.06","2.41","0.96","252.48","254.31","252.43","59999.0","2677876.0","1.01250316E9"
"2014/12/03","251.65","0.24","0.10","251.94","252.51","251.13","52747.0","2244460.0","1.002915125E9"
"2014/12/02","251.41","-0.18","-0.07","250.69","251.44","250.12","67720.0","2677512.0","1.001547658E9"
"2014/12/01","251.59","-2.11","-0.83","252.09","252.15","250.86","79209.0","3406870.0","1.002327327E9"
"2014/11/28","253.70","0.40","0.16","253.60","253.98","252.70","67307.0","2901085.0","1.010849317E9"
"2014/11/27","253.30","1.30","0.52","254.13","254.57","253.30","93043.0","4410722.0","1.009005805E9"
"2014/11/26","252.00","0.28","0.11","252.59","252.60","250.87","72469.0","2925772.0","1.005324206E9"
"2014/11/25","251.72","-0.62","-0.25","252.90","252.92","251.71","79998.0","3967524.0","1.004723304E9"
"2014/11/24","252.34","2.44","0.98","252.52","253.05","251.83","94992.0","4261313.0","1.005858444E9"
"2014/11/21","249.90","0.94","0.38","250.14","250.45","249.25","72381.0","3013392.0","9.97610478E8"
"2014/11/20","248.96","-1.37","-0.55","249.43","249.76","248.36","86159.0","3335795.0","9.93486124E8"
"2014/11/19","250.33","-0.32","-0.13","251.71","251.71","249.40","70737.0","3688994.0","9.90759561E8"
"2014/11/18","250.65","2.35","0.95","249.45","250.96","249.45","59583.0","2783705.0","9.99827978E8"
"2014/11/17","248.30","0.12","0.05","247.73","248.92","246.97","63262.0","2938792.0","9.89479606E8"
"2014/11/14","248.18","-1.93","-0.77","249.84","249.84","247.33","63205.0","2989809.0","9.89648335E8"
"2014/11/13","250.11","-1.15","-0.46","251.59","251.98","249.28","72729.0","3025838.0","9.97057967E8"
"2014/11/12","251.26","0.81","0.32","250.76","252.20","250.29","73323.0","3449950.0","1.001064337E9"
"2014/11/11","250.45","-0.19","-0.08","250.41","251.07","249.99","58415.0","3293659.0","9.98781595E8"
"2014/11/10","250.64","3.25","1.31","249.16","251.37","249.11","67041.0","3511968.0","9.97251913E8"
"2014/11/07","247.39","0.20","0.08","247.05","248.04","246.50","57976.0","2787132.0","9.8583743E8"
"2014/11/06","247.19","1.33","0.54","246.04","247.65","245.17","67675.0","3302458.0","9.84365609E8"
"2014/11/05","245.86","-0.65","-0.26","246.83","247.66","245.28","68314.0","3096386.0","9.80139966E8"
"2014/11/04","246.51","-2.18","-0.88","248.15","249.19","245.59","81763.0","3881969.0","9.82012466E8"
"2014/11/03","248.69","-1.76","-0.70","249.79","250.01","247.90","68495.0","3482238.0","9.90217313E8"
"2014/10/31","250.45","1.61","0.65","249.55","250.73","247.96","76870.0","4481237.0","9.96328524E8"
"2014/10/30","248.84","0.20","0.08","248.01","248.91","246.76","72499.0","4030705.0","9.92334746E8"
"2014/10/29","248.64","5.34","2.19","245.16","248.70","244.18","97393.0","4349418.0","9.92800072E8"
"2014/10/28","243.30","-0.59","-0.24","244.26","244.42","242.93","59980.0","2812411.0","9.72743788E8"
"2014/10/27","243.89","0.98","0.40","244.02","244.94","243.52","65959.0","2958681.0","9.75795547E8"
"2014/10/24","242.91","-0.47","-0.19","244.75","244.76","241.25","88302.0","4048210.0","9.72605072E8"
"2014/10/23","243.38","-0.74","-0.30","243.45","245.02","242.32","58955.0","3192786.0","9.74744417E8"
"2014/10/22","244.12","2.64","1.09","244.43","244.46","242.43","61462.0","3193299.0","9.77942681E8"
"2014/10/21","241.48","-2.42","-0.99","242.73","242.73","240.91","63162.0","3236092.0","9.6741958E8"
"2014/10/20","243.90","4.06","1.69","242.36","244.34","242.08","52795.0","2550068.0","9.75827834E8"
"2014/10/17","239.84","-2.95","-1.22","243.26","243.29","239.43","74576.0","3536891.0","9.60278906E8"
"2014/10/16","242.79","-1.08","-0.44","241.98","243.31","241.17","71172.0","3706423.0","9.70652102E8"
"2014/10/15","243.87","-0.60","-0.25","244.91","245.85","242.95","65318.0","3140454.0","9.74561669E8"
"2014/10/14","244.47","0.29","0.12","245.27","246.07","244.20","67997.0","3255766.0","9.77051318E8"
"2014/10/13","244.18","-0.88","-0.36","241.95","244.68","241.86","66687.0","3044923.0","9.76667833E8"
"2014/10/10","245.06","-3.30","-1.33","246.48","246.48","243.85","62335.0","3410438.0","9.81598325E8"
"2014/10/08","248.36","-1.57","-0.63","247.89","249.87","247.88","56217.0","2963470.0","9.93956434E8"
"2014/10/07","249.93","0.74","0.30","250.90","251.49","249.07","67298.0","2871239.0","9.98784689E8"
"2014/10/06","249.19","-0.87","-0.35","251.59","251.66","249.10","73536.0","3726697.0","9.96152596E8"
"2014/10/02","250.06","-2.75","-1.09","252.09","252.20","249.22","72612.0","3638916.0","1.00179616E9"
"2014/10/01","252.81","-3.96","-1.54","255.78","255.81","252.65","70721.0","3262608.0","1.011709712E9"
"2014/09/30","256.77","-1.18","-0.46","257.37","258.14","255.09","63851.0","3460522.0","1.026756029E9"
"2014/09/29","257.95","-0.38","-0.15","258.95","259.12","257.38","66201.0","3338777.0","1.030877612E9"
"2014/09/26","258.33","-0.13","-0.05","256.41","258.34","256.25","55003.0","2857012.0","1.03286831E9"
"2014/09/25","258.46","-0.42","-0.16","260.25","260.36","257.88","64473.0","3559633.0","1.034291878E9"
"2014/09/24","258.88","0.39","0.15","257.81","258.98","256.88","59343.0","3405128.0","1.035285507E9"
"2014/09/23","258.49","-1.66","-0.64","258.53","259.63","258.11","59132.0","3514340.0","1.032596526E9"
"2014/09/22","260.15","-2.16","-0.82","262.06","262.10","259.16","45658.0","2497222.0","1.038324374E9"
"2014/09/19","262.31","0.59","0.23","262.99","263.64","262.29","83957.0","3894784.0","1.046368673E9"
"2014/09/18","261.72","-2.29","-0.87","263.35","264.30","261.27","66606.0","4213503.0","1.043906936E9"
"2014/09/17","264.01","2.56","0.98","262.71","264.01","262.56","54245.0","2532533.0","1.052621108E9"
"2014/09/16","261.45","0.89","0.34","261.14","261.94","260.58","48354.0","2153093.0","1.042210598E9"
"2014/09/15","260.56","-0.83","-0.32","260.92","261.20","259.60","49203.0","2260569.0","1.038772152E9"
"2014/09/12","261.39","1.59","0.61","261.01","262.29","260.54","54095.0","2891998.0","1.041376105E9"
"2014/09/11","259.80","-2.29","-0.87","261.72","262.45","259.80","66346.0","4107985.0","1.033433156E9"
"2014/09/05","262.09","-1.10","-0.42","262.90","263.64","261.34","54456.0","2830463.0","1.042382042E9"
"2014/09/04","263.19","0.92","0.35","263.52","264.41","262.37","68756.0","3216193.0","1.046819307E9"
"2014/09/03","262.27","-0.34","-0.13","262.49","263.02","260.87","78813.0","3704242.0","1.043572153E9"
"2014/09/02","262.61","-2.66","-1.00","264.96","265.00","262.29","58036.0","2977383.0","1.044151256E9"
"2014/09/01","265.27","-0.14","-0.05","265.28","265.93","264.58","54168.0","2322433.0","1.05362569E9"
"2014/08/29","265.41","-0.78","-0.29","265.38","266.10","264.03","61095.0","3071988.0","1.053698149E9"
"2014/08/28","266.19","0.31","0.12","267.24","268.13","265.66","57040.0","2803119.0","1.05729204E9"
"2014/08/27","265.88","0.74","0.28","266.12","267.04","265.42","73632.0","3262967.0","1.05678581E9"
"2014/08/26","265.14","0.68","0.26","265.51","266.07","264.97","60690.0","2674285.0","1.05352654E9"
"2014/08/25","264.46","0.20","0.08","262.89","264.69","262.19","57892.0","2444708.0","1.050318138E9"
"2014/08/22","264.26","1.73","0.66","263.08","264.43","262.80","54837.0","2545147.0","1.048857749E9"
"2014/08/21","262.53","-4.26","-1.60","265.98","266.12","262.14","70916.0","3467116.0","1.042121863E9"
"2014/08/20","266.79","0.17","0.06","268.03","268.28","265.52","70813.0","3463561.0","1.058372243E9"
"2014/08/19","266.62","2.38","0.90","266.07","267.17","265.87","68137.0","3166297.0","1.057244405E9"
"2014/08/18","264.24","-1.64","-0.62","267.03","267.29","264.24","60713.0","2743576.0","1.047556388E9"
"2014/08/14","265.88","-0.03","-0.01","266.47","267.37","264.94","63804.0","3007977.0","1.053996658E9"
"2014/08/13","265.91","2.57","0.98","264.14","265.91","263.30","70976.0","3261151.0","1.053799898E9"
"2014/08/12","263.34","0.02","0.01","264.54","265.75","263.08","70309.0","2866036.0","1.042981137E9"
"2014/08/11","263.32","1.30","0.50","264.59","264.59","262.99","61273.0","2761454.0","1.042027832E9"
"2014/08/08","262.02","-3.62","-1.36","264.74","265.08","261.53","72439.0","3387053.0","1.037319483E9"
"2014/08/07","265.64","-0.96","-0.36","266.73","266.94","264.76","63545.0","2768084.0","1.051010304E9"
"2014/08/06","266.60","-1.03","-0.38","267.12","267.85","265.92","94605.0","4034406.0","1.054810141E9"
"2014/08/05","267.63","-2.02","-0.75","268.92","269.14","266.54","87506.0","3111459.0","1.057895851E9"
"2014/08/04","269.65","1.09","0.41","269.66","270.09","267.90","67252.0","3076485.0","1.065502833E9"
"2014/08/01","268.56","-1.12","-0.42","268.01","269.88","267.80","80937.0","4176010.0","1.062002895E9"
"2014/07/31","269.68","-1.49","-0.55","270.93","272.12","269.15","102611.0","4975444.0","1.064642784E9"
"2014/07/30","271.17","3.16","1.18","268.44","272.83","268.21","113709.0","5463467.0","1.068371961E9"
"2014/07/29","268.01","2.48","0.93","266.20","268.31","266.04","107138.0","4886359.0","1.056671284E9"
"2014/07/28","265.53","2.06","0.78","263.77","266.40","263.74","90745.0","3681483.0","1.047862286E9"
"2014/07/25","263.47","0.75","0.29","263.13","263.84","262.55","69724.0","3154251.0","1.039294959E9"
"2014/07/24","262.72","0.16","0.06","263.28","263.72","261.86","90697.0","3675552.0","1.035418687E9"
"2014/07/23","262.56","-0.30","-0.11","263.34","263.67","262.00","84366.0","3241099.0","1.03521689E9"
"2014/07/22","262.86","1.35","0.52","261.94","262.86","261.39","52129.0","2349615.0","1.036084059E9"
"2014/07/21","261.51","-0.15","-0.06","262.88","263.33","261.26","54653.0","2436216.0","1.030804657E9"
"2014/07/18","261.66","-0.27","-0.10","259.97","261.68","259.78","82260.0","2819645.0","1.031402065E9"
"2014/07/17","261.93","1.11","0.43","261.80","262.65","261.52","71866.0","3039347.0","1.0323068E9"
"2014/07/16","260.82","0.42","0.16","260.85","261.19","260.27","67664.0","3043617.0","1.028138563E9"
"2014/07/15","260.40","3.13","1.22","258.87","260.79","258.79","66257.0","3046699.0","1.026829689E9"
"2014/07/14","257.27","0.55","0.21","258.11","258.59","257.27","51372.0","2299096.0","1.011531069E9"
"2014/07/11","256.72","-2.45","-0.95","257.14","257.81","256.23","54163.0","2793072.0","1.009349748E9"
"2014/07/10","259.17","0.30","0.12","259.40","259.73","258.74","57226.0","2775156.0","1.017554902E9"
"2014/07/09","258.87","-1.06","-0.41","258.60","259.01","257.83","56681.0","2880118.0","1.016364197E9"
"2014/07/08","259.93","-0.02","-0.01","259.70","260.76","258.74","46763.0","2541449.0","1.020308652E9"
"2014/07/07","259.95","-0.68","-0.26","260.18","260.48","258.88","47814.0","2292309.0","1.020072574E9"
"2014/07/04","260.63","-0.50","-0.19","262.09","262.09","260.08","47254.0","2262920.0","1.022618507E9"
"2014/07/03","261.13","-0.91","-0.35","262.03","262.03","260.71","56223.0","2670362.0","1.023730731E9"
"2014/07/02","262.04","2.30","0.89","261.01","262.23","260.19","67559.0","2954723.0","1.026727217E9"
"2014/07/01","259.74","-0.82","-0.31","259.14","259.93","258.49","50687.0","2264561.0","1.018301096E9"
"2014/06/30","260.56","1.78","0.69","259.81","260.64","259.14","51516.0","2372968.0","1.021358675E9"
"2014/06/27","258.78","-1.25","-0.48","259.28","260.13","258.25","53438.0","2792370.0","1.01432332E9"
"2014/06/26","260.03","1.87","0.72","258.20","260.46","258.11","62559.0","3132662.0","1.021509882E9"
"2014/06/25","258.16","-1.59","-0.61","259.51","259.72","257.99","57619.0","2600705.0","1.01443105E9"
"2014/06/24","259.75","2.98","1.16","257.10","260.38","257.04","65843.0","2867377.0","1.020722141E9"
"2014/06/23","256.77","1.46","0.57","256.43","257.55","256.00","52712.0","2647069.0","1.009324621E9"
"2014/06/20","255.31","-3.52","-1.36","258.65","258.70","255.03","68582.0","4044217.0","1.004723911E9"
"2014/06/19","258.83","0.13","0.05","259.19","259.95","258.15","59346.0","3187185.0","1.018737451E9"
"2014/06/18","258.70","-1.73","-0.66","260.46","260.46","258.31","52470.0","2691221.0","1.017526311E9"
"2014/06/17","260.43","1.00","0.39","259.57","260.74","259.02","57920.0","2797209.0","1.024054958E9"
"2014/06/16","259.43","0.68","0.26","258.16","259.70","258.04","57204.0","3657058.0","1.019741014E9"
"2014/06/13","258.75","-3.26","-1.24","261.09","261.11","257.89","49990.0","2730418.0","1.017979636E9"
"2014/06/12","262.01","-0.61","-0.23","262.57","262.83","260.83","64444.0","3228027.0","1.01775736E9"
"2014/06/11","262.62","-0.02","-0.01","262.19","263.19","261.58","62390.0","2972615.0","1.020067015E9"
"2014/06/10","262.64","2.96","1.14","261.24","262.77","260.36","58609.0","2990354.0","1.019492215E9"
"2014/06/09","259.68","-0.88","-0.34","261.97","262.45","259.18","64803.0","3726632.0","1.008165677E9"
"2014/06/05","260.56","-1.66","-0.63","262.27","262.28","259.31","80374.0","4271364.0","1.011343656E9"
"2014/06/03","262.22","0.82","0.31","262.10","262.32","260.07","73581.0","3846250.0","1.018216781E9"
"2014/06/02","261.40","1.46","0.56","260.49","261.92","260.49","52325.0","2140897.0","1.014146079E9"
"2014/05/30","259.94","-2.63","-1.00","263.07","263.68","259.93","90314.0","4162040.0","1.009395836E9"
"2014/05/29","262.57","-0.44","-0.17","263.61","263.98","262.15","57989.0","2815878.0","1.018863559E9"
"2014/05/28","263.01","2.65","1.02","260.83","263.01","260.46","52057.0","2493271.0","1.021288939E9"
"2014/05/27","260.36","-1.97","-0.75","262.92","263.22","259.31","46544.0","2038019.0","1.011201877E9"
"2014/05/26","262.33","-1.09","-0.41","263.14","263.87","261.99","45733.0","1981248.0","1.018453447E9"
"2014/05/23","263.42","0.09","0.03","262.80","263.63","262.59","53469.0","2239159.0","1.022297273E9"
"2014/05/22","263.33","0.93","0.35","263.41","264.50","262.80","66934.0","2775533.0","1.021988484E9"
"2014/05/21","262.40","-0.64","-0.24","261.90","263.58","261.56","53825.0","2572250.0","1.018784551E9"
"2014/05/20","263.04","-0.38","-0.14","262.97","263.38","262.07","59785.0","2943431.0","1.020785993E9"
"2014/05/19","263.42","0.45","0.17","262.88","263.50","261.25","66141.0","3328734.0","1.022487428E9"
"2014/05/16","262.97","0.57","0.22","261.45","262.97","260.64","57490.0","3222023.0","1.02093981E9"
"2014/05/15","262.40","-0.03","-0.01","261.98","263.17","261.82","60167.0","2592941.0","1.018504701E9"
"2014/05/14","262.43","4.03","1.56","259.63","262.43","259.57","57235.0","2927873.0","1.018793189E9"
"2014/05/13","258.40","2.60","1.02","256.99","259.27","256.58","60698.0","2945752.0","1.003298613E9"
"2014/05/12","255.80","1.49","0.59","254.23","256.11","253.44","58445.0","3048765.0","9.9362663E8"
"2014/05/09","254.31","0.47","0.19","254.20","254.80","253.45","49656.0","2729065.0","9.88982732E8"
"2014/05/08","253.84","1.49","0.59","253.31","253.85","251.72","59471.0","3235737.0","9.86213247E8"
"2014/05/07","252.35","-2.72","-1.07","255.83","255.88","252.35","60557.0","3020410.0","9.8010893E8"
"2014/05/02","255.07","-0.26","-0.10","256.08","256.49","254.79","54123.0","2702481.0","9.90620455E8"
"2014/04/30","255.33","-0.47","-0.18","257.16","257.29","254.28","65986.0","3213339.0","9.92002302E8"
"2014/04/29","255.80","-1.00","-0.39","257.52","257.74","255.16","53837.0","2457796.0","9.93977748E8"
"2014/04/28","256.80","-0.62","-0.24","256.95","257.97","256.80","56167.0","2335904.0","9.96968901E8"
"2014/04/25","257.42","-3.66","-1.40","260.83","260.86","257.42","61353.0","3124225.0","9.98816791E8"
"2014/04/24","261.08","-0.12","-0.05","262.09","262.22","260.39","67308.0","2950617.0","1.013186238E9"
"2014/04/23","261.20","-0.35","-0.13","262.37","262.87","260.93","76561.0","3484024.0","1.013673348E9"
"2014/04/22","261.55","0.65","0.25","261.17","261.66","259.83","61077.0","2437936.0","1.015569292E9"
"2014/04/21","260.90","-0.62","-0.24","261.77","261.87","260.06","41415.0","1579588.0","1.013129191E9"
"2014/04/18","261.52","1.86","0.72","260.65","261.69","260.60","48579.0","2176143.0","1.015763756E9"
"2014/04/17","259.66","-0.17","-0.07","260.96","261.08","258.63","54371.0","2205515.0","1.009080992E9"
"2014/04/16","259.83","0.09","0.03","260.03","260.44","258.96","54098.0","2539568.0","1.009162672E9"
"2014/04/15","259.74","-0.77","-0.30","262.22","262.29","259.46","59520.0","2812929.0","1.009024645E9"
"2014/04/14","260.51","-0.02","-0.01","260.02","261.21","259.92","51721.0","2310164.0","1.011906261E9"
"2014/04/11","260.53","-1.88","-0.72","259.10","260.53","259.08","59844.0","2814914.0","1.012285664E9"
